Branch Number,Ship-to Number,Ship-to Name,Address,City,State,Zip Code
493,368687,BRADCO SUPPLY CORP RW-POMPANO BEACH,1971 HAMMONDVILLE RD,POMPANO BEACH,FL,33069
496,368411,BRADCO SUPPLY CORP RW-GAINESVILLE,3330 NE WALDO RD,GAINESVILLE,FL,32609
501,368623,BRADCO SUPPLY CORP RW-LAKELAND,5995 S FLORIDA AVE,LAKELAND,FL,33813
502,368704,BRADCO SUPPLY CORP RW-ROCKLEDGE,605 GUS HIPP BLVD,ROCKLEDGE,FL,32955
502,678568,ABC SUPPLY CO-ROCKLEDGE 502,605 GUS HIPP BLVD,ROCKLEDGE,FL,32955
504,698283,ABC SUPPLY CO-MAITLAND 504,110 ATLANTIC ANNEX PT,MAITLAND,FL,32751
437,370066,ABC SUPPLY CO. RW-WORCESTER,2 SHERMAN ST,WORCESTER,MA,01610
510,368688,BRADCO SUPPLY CORP RW-PORT ORANGE,406 OAK PL,PORT ORANGE,FL,32127
511,138985,BRADCO SUPPLY CORP-NORFOLK,3747 VILLAGE AVE,NORFOLK,VA,23502
511,368658,BRADCO SUPPLY CORP RW-NORFOLK,3747 VILLAGE AVE,NORFOLK,VA,23502
511,2172975,ABC SUPPLY CO-NORFOLK 511,3747 VILLAGE AVE,NORFOLK,VA,23502
511,2172976,ABC SUPPLY CO - NORFOLK 511 (TRIM),3747 VILLAGE AVE,NORFOLK,VA,23502
512,368699,BRADCO SUPPLY CORP RW-RICHMOND,3250 COASTAL BLVD,RICHMOND,VA,23224
514,368697,ABC SUPPLY CO. RW-RALEIGH,1140 N NEW HOPE RD,RALEIGH,NC,27610
517,368651,ABC SUPPLY CO. RW-MYRTLE BEACH,3961 WESLEY ST,MYRTLE BEACH,SC,29579
518,1922282,1922282 - ABC SUPPLY STORE 518,100 BI LO BLVD,GREENVILLE,SC,29607
520,366904,ABC SUPPLY CO. RW-CHARLESTON I,420 JESSEN LN,CHARLESTON,SC,29492
521,136922,BRADCO SUPPLY CORP-GREENSBORO,400  WESTCLIFF RD,GREENSBORO,NC,27409
522,368648,BRADCO SUPPLY CORP RW-MONTGOMERY,1250 E SOUTH BLVD,MONTGOMERY,AL,36116
567,1437864,ABC SUPPLY CO-CORTLAND,2922 STATE ROUTE 5,CORTLAND,OH,44410
589,146011,ABC SUPPLY CO- SYKESVILLE 589,5329 ENTERPRISE ST,SYKESVILLE,MD,21784
589,373879,ROBOSSON SUPPLY INC --SYKESVILLE,5329 ENTERPRISE ST,SYKESVILLE,MD,21784
589,702142,ROBOSSON SUPPLY INC,5329 ENTERPRISE ST,SYKESVILLE,MD,21784
589,702143,N/A USE 242101 ABC SUPPLY CO SYKESVILLE,5329 ENTERPRISE ST,SYKESVILLE,MD,21784
626,1983213,ABC SUPPLY CO-MOORHEAD #626,4108 30TH AVE SOUTH,MOORHEAD,MN,56560
675,157412,ABC SUPPLY CO INC-**N/A**WINCHESTER #675,141 LAKEVILLE CIRCLE,WINCHESTER,VA,22603
697,2113458,ABC SUPPLY CO- ROCHESTER 697,6610 10TH AVE SW,ROCHESTER,MN,55902
1247,2103373,ABC SUPPLY CO-KOKOMO 1247,1624 E JEFFERSON ST,KOKOMO,IN,46901
1262,2170270,ABC SUPPLY CO- JACKSONVILLE 1262,2045 W 26TH ST,JACKSONVILLE,FL,32209
1281,1992073,ABC SUPPLY CO-TWIN FALLS 1281,716 BRIDGE ST,TWIN FALLS,ID,83301
1295,1993153,ABC SUPPLY CO-BONITA SPRINGS 1295,8981 QUALITY RD,BONITA SPRINGS,FL,34135
1275,2150918,ABC BUILDING SUPPLY - GULFPORT 1275,14373 CREOSOTE RD BUILDING F,GULFPORT,MS,39503
565,1522089,ABC SUPPLY CO-SHOW LOW 565,1011 N 16TH STREET,SHOW LOW,AZ,85901
353,831774,ABC SUPPLY CO-ST CLOUD,640 54TH AVENUE N,SAINT CLOUD,MN,56303
413,370061,ABC SUPPLY CO RW-WOODLYNNE,2201 MT EPHRAIM AVE,CAMDEN,NJ,08104
127,138924,ABC SUPPLY CO-TYLER,4420 HWY 31 WEST,TYLER,TX,75709
171,706139,"706139 - ABC SUPPLY CO INC-ST. JOSEPH, MO",3314 S. LEONARD,ST. JOSEPH,MO,64507
24,138319,ABC SUPPLY CO-GREENSBORO,2900-B PATTESON ST,GREENSBORO,NC,27407
509,366900,BRADCO SUPPLY CORP RW-BROOKSVILLE,600 PONCE DE LEON BLVD,BROOKSVILLE,FL,34601
764,3747,METAL TOWN & COUNTY IND - SARASOTA,2320 INDUSTRIAL BOULEVARD,SARASOTA,FL,34234
764,3748,TOWN & COUNTRY RW- SARASOTA,2320 INDUSTRIAL BOULEVARD,SARASOTA,FL,34234
812,3715,TOWN & COUNTRY IND -FT LAUDERDALE (P),400 WEST MCNAB RD,FORT LAUDERDALE,FL,33309
124,740994,740994 - ABC SUPPLY CO INC-TUCSON,535 EAST 16TH STREET,TUCSON,AZ,85701
152,137939,ABC SUPPLY CO-EDMOND 152,309 WEST 33RD STREET,EDMOND,OK,73013
499,368733,BRADCO SUPPLY CORP RW-STUART,3680 SOUTHEAST DIXIE HWY,STUART,FL,34997
499,677844,ABC SUPPLY CO-STUART 499,3680 SOUTHEAST DIXIE HWY,STUART,FL,34997
782,366913,BRADCO SUPPLY CORP RW-DADE,2751 NW 73RD ST,MIAMI,FL,33147
508,242095,BRADCO SUPPLY - TALLAHASSEE # 184,4009 NORTHWEST PASSAGE,TALLAHASSEE,FL,32303
508,368735,BRADCO SUPPLY CORP RW-TALLAHASSEE,4009 NORTHWEST PASSAGE,TALLAHASSEE,FL,32303
12,138926,ABC SUPPLY CO-MIDLAND,3000 W KENTUCKY,MIDLAND,TX,79701
23,137138,ABC SUPPLY CO-WILKES-BARRE 23,40 CONYNGHAM AVE,WILKES-BARRE,PA,18702
199,705672,705672 - ABC SUPPLY CO INC-FREEPORT IL,301 N. HENDERSON,FREEPORT,IL,61032
173,136889,ABC SUPPLY CO,11155 FM 529,HOUSTON,TX,77041
173,705429,705429 - ABC SUPPLY CO INC-HOUSTON-FM 529,11155 FM 529,HOUSTON,TX,77041
174,831743,ABC SUPPLY CO-CONROE,938 S FRAZIER,CONROE,TX,77301
422,368717,BRADCO SUPPLY CORP RW-SALISBURY,300E MOSS HILL LN,SALISBURY,MD,21804
207,1417439,ABC SUPPLY CO - CLARKESVILLE 207,4385 GUTHERIE HIGHWAY,CLARKESVILLE,TN,37040
259,139271,ABC SUPPLY CO-HERCULANEUM 259,1538 HERCULANEUM IND DR,HERCULANEUM,MO,63048
51,139929,ABC SUPPLY CO-GARDENA,19105 S FIGUEROA,GARDENA,CA,90248
341,831793,ABC SUPPLY CO-WATERTOWN,434 EASTERN BOULEVARD,WATERTOWN,NY,13601
300,831744,ABC SUPPLY CO-BRYAN,3000 HWY 21 E,BRYAN,TX,77803
392,831795,ABC SUPPLY CO-OMAHA - GRACE ST,1101 GRACE STREET,OMAHA,NE,68110
560,976561,ABC SUPPLY CO-ANNAPOLIS 560,15 LEE STREET,ANNAPOLIS,MD,21401
560,1973681,1973681 - ABC SUPPLY CO ANNAPOLIS,15 LEE STREET,ANNAPOLIS,MD,21401
130,157302,ABC SUPPLY CO. RW-INDIANAPOLIS #130,5427 W. 84TH STREET,INDIANAPOLIS,IN,46268
628,1006008,ABC SUPPLY GREENSBORO,218 EAST JJ DRIVE,GREENSBORO,NC,27406
632,1238711,ABC SUPPLY CO -LOUISVILLE #632,4601 COMMERCE CROSSING DRIVE SUITE 100,LOUISVILLE,KY,40229
293,1209842,ABC SUPPLY CO -PRESCOTT 293,6701 E 1ST STREET,PRESCOTT VALLEY,AZ,86314
347,157406,ABC SUPPLY CO INC-ERIE #347,1702 WAGNER AVENUE,ERIE,PA,16510
347,831801,ABC SUPPLY CO-ERIE,1702 WAGNER AVENUE,ERIE,PA,16510
347,1826659,ABC SUPPLY CO-ERIE 347,1702 WAGNER AVENUE,ERIE,PA,16510
156,705697,705697 - ABC SUPPLY CO INC-INDIANAPOLIS,1930 W. EDGEWOOD AVENUE,INDIANAPOLIS,IN,46217
131,831797,ABC SUPPLY CO-OCALA,1467 SW 17TH AVENUE,OCALA,FL,34471
282,739328,739328 - ABC SUPPLY CO INC-HUNTINGTON,1703 7TH AVENUE,HUNTINGTON,WV,25703
294,1022699,ABC SUPPLY CO-JOLIET,108 EAST JACKSON ST,JOLIET,IL,60432
32,705673,"705673 - ABC SUPPLY CO INC-CHARLOTTE, NC",3100 PARKSIDE DRIVE,CHARLOTTE,NC,28208
78,242027,BRADCO SUPPLY - ROANOKE #237,3525 AERIAL WAY DRIVE SW,ROANOKE,VA,24018
78,368701,ABC SUPPLY CO. RW-ROANOKE,3525 AERIAL WAY DRIVE SW,ROANOKE,VA,24018
79,831790,ABC SUPPLY CO-JEFFERSON,748 SAINT GEORGE AVENUE,JEFFERSON,LA,70121
83,13697,METAL ABC SUPPLY CO -BALTIMORE,3901 BUENA VISTA AVENUE,BALTIMORE,MD,21211
83,988647,ABC SUPPLY CO -BALTIMORE 083,3901 BUENA VISTA AVENUE,BALTIMORE,MD,21211
288,972715,ABC SUPPLY WILMINGTON 288,1536 CASTLE HAYNES ROAD,WILMINGTON,NC,28401
296,30431,METAL ABC SUPPLY CO -MT VERNON,300 PITTSBURGH AVENUE,MOUNT VERNON,OH,43050
625,972026,ABC SUPPLY CO-PLAIN CITY,7600 INDUSTRIAL PARKWAY,PLAIN CITY,OH,43064
646,1983217,ABC SUPPLY CO INC-W.MILWAUKEE #646,4800 W ELECTRIC AVE,W MILWAUKEE,WI,53219
117,707310,707310 - ABC SUPPLY CO INC-LAKE HAVASU CITY,741 ENTERPRISE DRIVE,LAKE HAVASU CITY,AZ,86403
231,728952,728952 - ABC SUPPLY CO INC-LEXINGTON,185 LISLE INDUSTRIAL AVENUE,LEXINGTON,KY,40511
183,751685,751685 - ABC SUPPLY CO INC-NOLANVILLE,1101 E. PHILLIP NOLAN EXP.,NOLANVILLE,TX,76559
102,138713,ABC SUPPLY CO (RW ONLY)-MONROVIA,3231 S PECK RD,MONROVIA,CA,91016
226,137175,ABC SUPPLY CO-JACKSON CITY,2470 BELLS HWY,JACKSON,TN,38301
20,831779,ABC SUPPLY CO-BALTIMORE,3924 VERO ROAD,BALTIMORE,MD,21227
624,1297635,ABC SUPPLY CO- ELYRIA 624,916 GRISWOLD ROAD,ELYRIA,OH,44035
185,708049,708049 - ABC SUPPLY CO INC-MARIETTA,1938 DORSEY ROAD,MARIETTA,GA,30066
515,366906,ABC SUPPLY CO. RW-PINEVILLE,8900 CRUMP ROAD,PINEVILLE,NC,28134
41,455743,ABC SUPPLY CO-DALLAS (SHIPTO) 41,4833 SINGLETON BLVD,DALLAS,TX,75222
167,140271,ABC SUPPLY CO-SANTA MARIA,706 W BOONE ST,SANTA MARIA,CA,93454
642,1074742,ABC SUPPLY CO-LAFAYETTE 642,3400 CONCORD ROAD,LAFAYETTE,IN,47909
495,368618,BRADCO SUPPLY CORP RW-JACKSONVILLE,834 N LANE AVE,JACKSONVILLE,FL,32254
561,756028,ABC SUPPLY CO - STAMFORD #561,37 BROWN HOUSE ROAD,STAMFORD,CT,06902
505,368353,BRADCO SUPPLY CORP RW-FT LAUDERDALE II,5550 NW 12TH AVE,FT LAUDERDALE,FL,33309
270,734623,734623 - ABC SUPPLY CO INC-JOHNSON CITY,2801 E. OAKLAND AVE.,JOHNSON CITY,TN,37601
548,701461,SIDING WORLD ** WATERFORD,5211 WILLIAMS LAKE ROAD,WATERFORD,MI,48329
202,718711,"718711 - ABC SUPPLY CO INC-CRYSTAL LAKE, IL",171 ERICK ST.,CRYSTAL LAKE,IL,60014
454,368619,BRADCO SUPPLY CORP RW-JAMAICA,186-14 JAMAICA AVE,JAMAICA,NY,11423
362,825001,ABC SUPPLY CO INC- WHITE OAK,2900 JACK'S RUN RD,WHITE OAK,PA,15131
362,987291,ABC SUPPLY CO INC-N HUNTINGDON,2900 JACK'S RUN RD,WHITE OAK,PA,15131
50,138640,ABC SUPPLY CO (RW ONLY)-JACKSONVILLE,5130 PHILLIPS HWY,JACKSONVILLE,FL,32207
61,138914,ABC SUPPLY CO-ALBUQUERQUE,705 COMMANCHE RD NE,ALBUQUERQUE,NM,87107
240,727183,727183 - ABC SUPPLY CO INC-CHEVERLY,5800 COLUMBIA PARK RD.,CHEVERLY,MD,20785
411,368685,ABC SUPPLY CO. RW-PLEASANTVILLE,725 B W DELILAH RD,PLEASANTVILLE,NJ,08232
113,137270,ABC SUPPLY CO-WICHITA E FIRST,1321 E FIRST ST,WICHITA,KS,67214
113,138087,ABC SUPPLY CO (RW ONLY)-WICHITA,1321 E FIRST ST,WICHITA,KS,67214
297,30430,METAL ABC SUPPLY CO -FINDLAY,6277 COUNTY ROAD 212,FINDLAY,OH,45840
320,761729,761729 - ABC SUPPLY CO INC-SEATTLE,1050 SOUTH 96TH STREET,SEATTLE,WA,98108
671,1214204,ABC SUPPLY CO-SCRANTON 671,3015 N MAIN STREET,SCRANTON,PA,18508
759,3732,METAL TOWN & COUNTY IND - SAVANNAH,27-6 ARTLEY ROAD,SAVANNAH,GA,31408
759,3733,TOWN & COUNTRY RW- SAVANNAH,27-6 ARTLEY ROAD,SAVANNAH,GA,31408
769,3738,METAL TOWN & COUNTY IND - OCALA,115 SW 49TH AVENUE,OCALA,FL,34474
769,3739,TOWN & COUNTRY RW- OCALA,115 SW 49TH AVENUE,OCALA,FL,34474
138,157347,METAL ABC SUPPLY CO -BARABOO,E. 10620 R3 HWY 33,BARABOO,WI,53913
138,157348,ABC SUPPLY CO. RW-BARABOO,E. 10620 R3 HWY 33,BARABOO,WI,53913
121,136746,ABC SUPPLY CO-MIDDLETOWN 121,1001 KREIDER DR,MIDDLETOWN,PA,17057
7373,137021,ABC SUPPLY CO-SPRINGFIELD VA 7373,6707 ELECTRONIC DRIVE,SPRINGFIELD,VA,22151
372,157392,ABC SUPPLY CO INC-NEW HUDSON #372,55801 GRAND RIVER,NEW HUDSON,MI,48165
564,1662143,ABC SUPPLY CO-PUNTA GORDA,5445 WILLIAMSBURG DRIVE,PUNTA GORDA,FL,33982
3020,1813672,ABC SUPPLY CO-ALBANY 3020,12 SELINA DRIVE,ALBANY,NY,12205
1311,2029309,ABC SUPPLY CO-SHEBOYGAN FALLS 1311,520 FOREST AVE,SHEBOYGAN FALLS,WI,53085
511,2172973,2172973 - ABC SUPPLY CO INC- NORFOLK #511,3747 VILLAGE AVE,NORFOLK,VA,
18,242082,ABC SUPPLY - VALLEY COTTAGE #18,2 FORD PRODUCTS ROAD,VALLEY COTTAGE,NY,10989
100,3731,TOWN & COUNTRY IND - POOLER,5240 OLD LOUISVILLE ROAD BLDG #44,POOLER,GA,31322
783,3766,TOWN & COUNTRY IND - TAMPA #783,5300 EAST ADAMO DRIVE,TAMPA,FL,33619
541,756009,ABC SUPPLY CO -KALAMAZOO #541,5177 COMSTOCK AVENUE,KALAMAZOO,MI,49048
745,756024,ABC SUPPLY CO - COLUMBIA MBA #745,917 BROOKWOOD DRIVE,COLUMBIA,SC,29201
217,961727,ABC SUPPLY CO-FORT MYERS 217,17195 JEAN STREET,FORT MYERS,FL,33967
536,963381,ABC SUPPLY CO-DETROIT 536,6450 EAST EIGHT MILE ROAD,DETROIT,MI,48234
339,966581,ABC SUPPLY CO-BLOOMINGTON,1999 S. YOST AVE,BLOOMINGTON,IN,47403
